Date,Site,Block,SubBlock,Plot,Subplot,SeedingStrat,Irrigation,GrassOrig,ShrubOrig,GrassDens2014,GrassDens2016,GrassDensNoSPAI2017,GrassDens2017,ShrubDens2016,AllShrubSoField2017,WeedDens2016,WeedDens2017,WeedHeight2016
17-May,South,1,1-Spring,4,4A,II,Spring,Commercial,Local,-,-,0.4,1,-,0.00902634,-,62.93333333,-
17-May,South,1,1-Spring,4,4B,II,Spring,Commercial,Distant,-,-,0.066666667,0.333333334,-,0,-,56.8,-
17-May,South,1,1-Spring,5,5A,III,Spring,-,Local,-,-,0,0.066666667,-,0.00902634,-,90.93333333,-
17-May,South,1,1-Spring,5,5B,III,Spring,-,Distant,-,-,0.066666667,0.2,-,0,-,78.93333333,-
17-May,South,1,1-Spring,6,6A,IV,Spring,-,Distant,-,-,0.2,0.2,-,0.01805268,-,16.26666667,-
17-May,South,1,1-Spring,6,6B,IV,Spring,-,Local,-,-,0,0.466666667,-,0.00902634,-,135.7333333,-
17-May,South,1,1-Spring,7,7A,V,Spring,-,-,-,-,0,0,-,0,-,39.73333333,-
17-May,South,1,1-Spring,7,7B,V,Spring,-,-,-,-,0,0.4,-,0,-,168.8,-
17-May,South,2,2-Fall-Spring,1,1A,I,Fall-Spring,Wild-collected,Distant,-,-,2.133333333,2.333333333,-,0,-,65.86666667,-
17-May,South,2,2-Fall-Spring,1,1B,I,Fall-Spring,Wild-collected,Local,-,-,1.333333334,1.400000001,-,0,-,28.26666667,-
17-May,South,2,2-Fall-Spring,2,2A,I,Fall-Spring,Commercial,Local,-,-,2.266666667,2.466666667,-,0.068342288,-,23.2,-
17-May,South,2,2-Fall-Spring,2,2B,I,Fall-Spring,Commercial,Distant,-,-,0.666666667,0.666666667,-,0,-,42.4,-
17-May,South,2,2-Fall-Spring,3,3A,II,Fall-Spring,Wild-collected,Distant,-,-,0.6,1,-,0.00902634,-,77.06666667,-
17-May,South,2,2-Fall-Spring,3,3B,II,Fall-Spring,Wild-collected,Local,-,-,0.466666667,0.866666667,-,0,-,45.6,-
17-May,South,2,2-Fall-Spring,4,4A,II,Fall-Spring,Commercial,Local,-,-,0.6,0.6,-,0.00902634,-,5.333333333,-
17-May,South,2,2-Fall-Spring,4,4B,II,Fall-Spring,Commercial,Distant,-,-,0.266666667,0.266666667,-,0,-,18.66666667,-
17-May,South,2,2-Fall-Spring,5,5A,III,Fall-Spring,-,Local,-,-,0,0,-,0,-,13.86666667,-
17-May,South,2,2-Fall-Spring,5,5B,III,Fall-Spring,-,Distant,-,-,0.066666667,0.066666667,-,0.02707902,-,284.2666667,-
17-May,South,2,2-Fall-Spring,6,6A,IV,Fall-Spring,-,Distant,-,-,0,0.066666667,-,0,-,86.13333333,-
17-May,South,2,2-Fall-Spring,6,6B,IV,Fall-Spring,-,Local,-,-,0,0,-,0,-,194.9333333,-
17-May,South,2,2-Fall-Spring,7,7A,V,Fall-Spring,-,-,-,-,0.866666667,1,-,0.151492073,-,70.66666667,-
17-May,South,2,2-Fall-Spring,7,7B,V,Fall-Spring,-,-,-,-,0.2,0.2,-,0.007973267,-,9.066666667,-
17-May,South,2,2-Spring,1,1A,I,Spring,Wild-collected,Distant,-,-,0.666666667,2.2,-,0.241132225,-,24,-
17-May,South,2,2-Spring,1,1B,I,Spring,Wild-collected,Local,-,-,0.6,0.866666667,-,0.205026865,-,18.66666667,-
17-May,South,2,2-Spring,2,2A,I,Spring,Commercial,Local,-,-,1.266666666,1.599999999,-,0.104447648,-,31.46666667,-
17-May,South,2,2-Spring,2,2B,I,Spring,Commercial,Distant,-,-,1.933333333,4.4,-,0,-,60.8,-
17-May,South,2,2-Spring,3,3A,II,Spring,Wild-collected,Distant,-,-,0.866666667,1.6,-,0.44615909,-,89.06666667,-
17-May,South,2,2-Spring,3,3B,II,Spring,Wild-collected,Local,-,-,1.2,1.866666667,-,0.277237585,-,170.1333333,-
17-May,South,2,2-Spring,4,4A,II,Spring,Commercial,Local,-,-,1.8,2.4,-,0,-,44,-
17-May,South,2,2-Spring,4,4B,II,Spring,Commercial,Distant,-,-,1.066666667,1.133333334,-,0,-,51.2,-
17-May,South,2,2-Spring,5,5A,III,Spring,-,Local,-,-,0,0,-,0.068342288,-,27.46666667,-
17-May,South,2,2-Spring,5,5B,III,Spring,-,Distant,-,-,0,0,-,0.104447648,-,80.26666667,-
17-May,South,2,2-Spring,6,6A,IV,Spring,-,Distant,-,-,0.4,0.4,-,0.104447648,-,23.2,-
17-May,South,2,2-Spring,6,6B,IV,Spring,-,Local,-,-,0.8,0.8,-,0.172789937,-,59.73333333,-
17-May,South,2,2-Spring,7,7A,V,Spring,-,-,-,-,0,0.133333333,-,0.023919801,-,63.46666667,-
17-May,South,2,2-Spring,7,7B,V,Spring,-,-,-,-,0.533333334,0.666666667,-,0.023919801,-,29.6,-
17-May,South,3,3-Fall-Spring,1,1A,I,Fall-Spring,Wild-collected,Distant,-,-,0.333333334,0.333333334,-,0,-,5.066666667,-
17-May,South,3,3-Fall-Spring,1,1B,I,Fall-Spring,Wild-collected,Local,-,-,0.6,0.666666667,-,0,-,277.8666667,-
17-May,South,3,3-Fall-Spring,2,2A,I,Fall-Spring,Commercial,Local,-,-,19.46666666,19.53333333,-,0,-,68.8,-
17-May,South,3,3-Fall-Spring,2,2B,I,Fall-Spring,Commercial,Distant,-,-,0.333333333,0.333333333,-,0,-,22.13333333,-
17-May,South,3,3-Fall-Spring,3,3A,II,Fall-Spring,Wild-collected,Distant,-,-,4.933333333,4.933333333,-,0.00902634,-,104.5333333,-
17-May,South,3,3-Fall-Spring,3,3B,II,Fall-Spring,Wild-collected,Local,-,-,10.93333333,10.93333333,-,0,-,44.53333333,-
17-May,South,3,3-Fall-Spring,4,4A,II,Fall-Spring,Commercial,Local,-,-,0.133333333,0.133333333,-,0,-,39.2,-
17-May,South,3,3-Fall-Spring,4,4B,II,Fall-Spring,Commercial,Distant,-,-,1.4,1.4,-,0,-,89.33333333,-
17-May,South,3,3-Fall-Spring,5,5A,III,Fall-Spring,-,Local,-,-,0,0.066666667,-,0,-,111.2,-
17-May,South,3,3-Fall-Spring,5,5B,III,Fall-Spring,-,Distant,-,-,0.066666667,0.2,-,0,-,62.13333333,-
17-May,South,3,3-Fall-Spring,6,6A,IV,Fall-Spring,-,Distant,-,-,0,0,-,0,-,4.266666667,-
17-May,South,3,3-Fall-Spring,6,6B,IV,Fall-Spring,-,Local,-,-,0,0,-,0,-,184.5333333,-
17-May,South,3,3-Fall-Spring,7,7A,V,Fall-Spring,-,-,-,-,0.533333333,0.533333333,-,0,-,8.266666667,-
17-May,South,3,3-Fall-Spring,7,7B,V,Fall-Spring,-,-,-,-,0,0.066666667,-,0.007973267,-,42.13333333,-
17-May,South,3,3-Spring,1,1A,I,Spring,Wild-collected,Distant,-,-,0.533333334,0.533333334,-,0.01805268,-,31.2,-
17-May,South,3,3-Spring,1,1B,I,Spring,Wild-collected,Local,-,-,0.133333333,0.2,-,0,-,17.33333333,-
17-May,South,3,3-Spring,2,2A,I,Spring,Commercial,Local,-,-,0.066666667,0.066666667,-,0,-,12.26666667,-
17-May,South,3,3-Spring,2,2B,I,Spring,Commercial,Distant,-,-,0.6,0.733333333,-,0,-,117.0666667,-
17-May,South,3,3-Spring,3,3A,II,Spring,Wild-collected,Distant,-,-,0.4,0.4,-,0.00902634,-,9.6,-
17-May,South,3,3-Spring,3,3B,II,Spring,Wild-collected,Local,-,-,1.066666667,1.2,-,0,-,21.33333333,-
17-May,South,3,3-Spring,4,4A,II,Spring,Commercial,Local,-,-,0,0.333333333,-,0.00902634,-,39.46666667,-
17-May,South,3,3-Spring,4,4B,II,Spring,Commercial,Distant,-,-,0.066666667,0.333333334,-,0,-,40.8,-
17-May,South,3,3-Spring,5,5A,III,Spring,-,Local,-,-,0,0,-,0.01805268,-,23.46666667,-
17-May,South,3,3-Spring,5,5B,III,Spring,-,Distant,-,-,0.066666667,0.333333334,-,0.03610536,-,32.53333333,-
17-May,South,3,3-Spring,6,6A,IV,Spring,-,Distant,-,-,0.066666667,0.133333334,-,0,-,30.93333333,-
17-May,South,3,3-Spring,6,6B,IV,Spring,-,Local,-,-,0,0,-,0,-,6.666666667,-
17-May,South,3,3-Spring,7,7A,V,Spring,-,-,-,-,0,0.066666667,-,0,-,30.66666667,-
17-May,South,3,3-Spring,7,7B,V,Spring,-,-,-,-,0,0.333333333,-,0,-,33.06666667,-
